episode,step,episode_step,timestamp,battery_level,battery_voltage_V,solar_input_W,wind_input_W,cpu_usage,memory_usage,signal_quality,queue_size,temperature_C,humidity_pct,pressure_hPa,cloud_cover,action,action_name,reward,cumulative_ep_reward,next_battery,next_queue_size,energy_consumed_mJ,energy_harvested_mJ,net_energy_mJ,tx_success,packets_sent,latency_ms,packet_loss,done
1,28,28,2026-01-15 06:13:30,0.11879,3.1448,0.1781,1.384,0.0861,0.2959,0.3132,23,6.62,67.91,1012.22,0.6637,0,SLEEP_DEEP,-0.139326,-9.14625,0.11708,37,35.558,4.789,-30.77,0,0,0.0,0,0
1,29,29,2026-01-15 06:14:00,0.11708,3.1406,0.042,1.7104,0.4052,0.4543,0.6155,37,9.05,70.94,1012.43,0.6427,3,TX_LOW,-1.486659,-10.63291,0.07589,49,745.498,4.044,-741.454,0,0,0.0,1,0
1,30,30,2026-01-15 06:14:30,0.07589,3.0931,0.2709,2.0189,0.2888,0.4237,0.6756,49,8.28,74.52,1012.32,0.6243,0,SLEEP_DEEP,-0.50057,-11.13348,0.0739,60,43.009,7.134,-35.875,0,0,0.0,0,0
1,31,31,2026-01-15 06:15:00,0.0739,3.0918,0.1447,1.3024,0.1939,0.404,0.6922,60,7.34,71.65,1012.7,0.6266,0,SLEEP_DEEP,-0.51845,-11.65193,0.07206,60,37.318,4.254,-33.064,0,0,0.0,0,0
1,32,32,2026-01-15 06:15:30,0.07206,3.0814,0.2048,1.8399,0.1904,0.4544,0.5976,60,7.51,74.15,1012.14,0.6261,0,SLEEP_DEEP,-0.543607,-12.19554,0.0703,60,37.712,5.956,-31.756,0,0,0.0,0,0
1,33,33,2026-01-15 06:16:00,0.0703,3.0772,0.1581,1.6349,0.1198,0.4298,0.4824,60,8.64,65.25,1012.22,0.6201,0,SLEEP_DEEP,-0.553916,-12.74946,0.06857,60,36.423,5.332,-31.091,0,0,0.0,0,0
1,34,34,2026-01-15 06:16:30,0.06857,3.085,0.2603,1.5253,0.1891,0.4255,0.5477,60,8.89,78.65,1012.1,0.6508,0,SLEEP_DEEP,-0.550171,-13.29963,0.06671,60,39.139,5.64,-33.5,0,0,0.0,0,0
1,35,35,2026-01-15 06:17:00,0.06671,3.0792,0.1991,1.3121,0.2217,0.4623,0.478,60,7.54,63.79,1012.2,0.6139,0,SLEEP_DEEP,-0.556748,-13.85638,0.06505,60,34.476,4.552,-29.924,0,0,0.0,0,0
1,36,36,2026-01-15 06:17:30,0.06505,3.0658,0.221,1.289,0.2012,0.4381,0.5403,60,8.42,65.13,1012.17,0.6205,0,SLEEP_DEEP,-0.554235,-14.41061,0.06324,60,37.482,4.985,-32.497,0,0,0.0,0,0
1,37,37,2026-01-15 06:18:00,0.06324,3.069,0.1467,1.9695,0.2347,0.5231,0.5087,60,8.22,67.5,1012.27,0.6246,0,SLEEP_DEEP,-0.581333,-14.99194,0.0612,60,42.262,5.539,-36.723,0,0,0.0,0,0
1,38,38,2026-01-15 06:18:30,0.0612,3.083,0.1523,2.0297,0.1974,0.4864,0.5661,60,8.16,68.93,1012.28,0.6153,0,SLEEP_DEEP,-0.571507,-15.56345,0.05932,60,39.563,5.776,-33.787,0,0,0.0,0,0
1,39,39,2026-01-15 06:19:00,0.05932,3.0691,0.1943,0.8194,0.2485,0.4771,0.5662,60,7.24,70.94,1012.35,0.6103,0,SLEEP_DEEP,-0.612856,-16.17631,0.05735,60,38.809,3.322,-35.487,0,0,0.0,0,0
1,40,40,2026-01-15 06:19:30,0.05735,3.0807,0.1706,1.5101,0.219,0.4024,0.5729,60,8.45,69.81,1012.11,0.6309,0,SLEEP_DEEP,-0.579023,-16.75533,0.0555,60,38.357,4.998,-33.359,0,0,0.0,0,0
1,41,41,2026-01-15 06:20:00,0.0555,3.0582,0.1563,1.7084,0.6888,0.7002,0.5904,60,10.39,74.44,1012.62,0.6592,4,TX_MED,-3.0,-19.75533,0.0,0,765.127,5.019,-760.108,0,0,0.0,1,1
2,42,1,2026-01-15 06:20:30,0.887,4.0568,0.2105,1.6981,0.35,0.3169,0.4366,5,8.8,72.43,1012.52,0.6542,3,TX_LOW,-0.541194,-0.54119,0.84994,5,672.864,5.751,-667.113,1,2,61.63,0,0
2,43,2,2026-01-15 06:21:00,0.84994,4.0194,0.1747,1.4445,0.3686,0.3236,0.421,5,8.98,68.36,1012.79,0.67,3,TX_LOW,-0.941566,-1.48276,0.80957,8,731.627,4.979,-726.648,0,0,0.0,1,0
2,44,3,2026-01-15 06:21:30,0.80957,3.9778,0.2598,1.6307,0.3759,0.3256,0.3836,8,8.63,71.44,1012.44,0.6808,3,TX_LOW,-0.399971,-1.88273,0.77566,8,616.471,6.202,-610.269,1,3,50.48,0,0
2,45,4,2026-01-15 06:22:00,0.77566,3.9279,0.2557,2.0286,0.1958,0.194,0.488,8,8.47,73.75,1012.47,0.6693,2,ACTIVE_LOW,-0.255722,-2.13845,0.75781,12,328.509,7.141,-321.368,0,0,0.0,0,0
2,46,5,2026-01-15 06:22:30,0.75781,3.9149,0.2169,1.6091,0.3871,0.3387,0.4742,12,8.85,68.05,1012.56,0.6512,3,TX_LOW,-0.437185,-2.57564,0.71687,10,742.316,5.434,-736.883,1,4,44.63,0,0
2,47,6,2026-01-15 06:23:00,0.71687,3.8573,0.2621,1.8576,0.1648,0.1947,0.4652,10,7.78,71.55,1012.68,0.6453,2,ACTIVE_LOW,-0.329845,-2.90548,0.69643,12,374.652,6.656,-367.997,0,0,0.0,0,0
2,48,7,2026-01-15 06:23:30,0.69643,3.8514,0.2023,1.2997,0.3765,0.352,0.5024,12,8.77,69.02,1012.31,0.6091,3,TX_LOW,-0.103332,-3.00881,0.65962,5,667.227,4.682,-662.545,1,7,54.98,0,0
2,49,8,2026-01-15 06:24:00,0.65962,3.7735,0.3319,1.2616,0.1803,0.2137,0.4872,5,7.97,63.42,1011.92,0.5927,2,ACTIVE_LOW,-0.255333,-3.26415,0.64467,6,274.561,5.46,-269.102,0,0,0.0,0,0
2,50,9,2026-01-15 06:24:30,0.64467,3.7785,0.2117,1.8889,0.1295,0.2057,0.5383,6,7.53,71.5,1011.54,0.6215,2,ACTIVE_LOW,-0.248774,-3.51292,0.62772,8,310.984,5.822,-305.162,0,0,0.0,0,0
2,51,10,2026-01-15 06:25:00,0.62772,3.7596,0.141,2.0256,0.2272,0.2527,0.5371,8,8.8,68.84,1011.99,0.6491,2,ACTIVE_LOW,-0.26332,-3.77624,0.61043,9,317.063,5.967,-311.095,0,0,0.0,0,0
2,52,11,2026-01-15 06:25:30,0.61043,3.7323,0.2044,1.3967,0.7179,0.4703,0.6385,9,11.06,73.65,1011.83,0.65,5,TX_HIGH,-0.455278,-4.23152,0.54988,2,1094.899,4.935,-1089.964,1,9,38.77,0,0
2,53,12,2026-01-15 06:26:00,0.54988,3.6571,0.2197,1.5214,0.0486,0.1398,0.6879,2,6.82,70.15,1012.41,0.6683,0,SLEEP_DEEP,-0.084968,-4.31649,0.54813,4,36.731,5.302,-31.429,0,0,0.0,0,0
2,54,13,2026-01-15 06:26:30,0.54813,3.6611,0.1631,1.7568,0.3143,0.2725,0.758,4,8.81,74.71,1012.04,0.6861,3,TX_LOW,-0.84053,-5.15702,0.51524,4,597.096,5.111,-591.984,0,0,0.0,1,0
2,55,14,2026-01-15 06:27:00,0.51524,3.6153,0.2447,2.3485,0.1844,0.2415,0.7281,4,7.88,72.03,1012.58,0.697,2,ACTIVE_LOW,-0.322442,-5.47946,0.49715,10,333.418,7.755,-325.663,0,0,0.0,0,0
2,56,15,2026-01-15 06:27:30,0.49715,3.5826,0.1954,1.5668,0.2187,0.3174,0.7002,10,8.97,76.28,1012.4,0.6903,2,ACTIVE_LOW,-0.271568,-5.75103,0.48242,11,270.343,5.214,-265.129,0,0,0.0,0,0
2,57,16,2026-01-15 06:28:00,0.48242,3.5788,0.1396,1.7821,0.4185,0.3394,0.6484,11,9.69,70.01,1012.41,0.7168,3,TX_LOW,-0.296624,-6.04765,0.44642,8,653.069,5.037,-648.032,1,5,37.98,0,0
2,58,17,2026-01-15 06:28:30,0.44642,3.535,0.3428,1.296,0.3987,0.3683,0.8552,8,8.94,78.43,1012.54,0.7097,3,TX_LOW,-0.156438,-6.20409,0.40771,4,703.019,6.25,-696.769,1,7,13.18,0,0
2,59,18,2026-01-15 06:29:00,0.40771,3.4824,0.1568,1.8874,0.406,0.3141,0.9156,4,9.26,68.42,1012.38,0.652,3,TX_LOW,-0.554173,-6.75826,0.37043,4,676.584,5.519,-671.064,1,2,17.59,0,0
2,60,19,2026-01-15 06:29:30,0.37043,3.4515,0.2368,1.3156,0.0655,0.188,0.8995,4,6.93,66.5,1012.5,0.6736,1,SLEEP_LIGHT,-0.101243,-6.85951,0.36581,7,88.396,5.172,-83.224,0,0,0.0,0,0
2,61,20,2026-01-15 06:30:00,0.36581,3.4434,0.2456,1.4944,0.076,0.0979,0.8723,7,7.21,72.18,1012.07,0.6818,1,SLEEP_LIGHT,-0.09406,-6.95357,0.36071,10,97.069,5.358,-91.711,0,0,0.0,0,0
2,62,21,2026-01-15 06:30:30,0.36071,3.4254,0.1423,1.6473,0.3967,0.3509,0.6679,10,9.28,67.88,1012.31,0.6434,3,TX_LOW,-0.314312,-7.26788,0.3262,6,625.89,4.713,-621.177,1,5,39.75,0,0
2,63,22,2026-01-15 06:31:00,0.3262,3.3883,0.3199,1.6491,0.0167,0.1264,0.6423,6,7.1,70.18,1012.75,0.6401,1,SLEEP_LIGHT,-0.091058,-7.35894,0.32154,9,90.693,6.777,-83.916,0,0,0.0,0,0
2,64,23,2026-01-15 06:31:30,0.32154,3.3934,0.1933,1.3345,0.3874,0.3779,0.6802,9,9.11,67.49,1012.76,0.6257,3,TX_LOW,-0.369892,-7.72883,0.28317,6,695.134,4.454,-690.68,1,5,22.7,0,0
2,65,24,2026-01-15 06:32:00,0.28317,3.3421,0.1831,1.207,0.0486,0.2202,0.7159,6,7.88,69.05,1012.45,0.6186,1,SLEEP_LIGHT,-0.093088,-7.82192,0.27855,7,87.696,4.549,-83.146,0,0,0.0,0,0
2,66,25,2026-01-15 06:32:30,0.27855,3.3354,0.2911,1.3915,0.01,0.2161,0.7446,7,6.82,71.92,1012.35,0.6199,1,SLEEP_LIGHT,-0.105392,-7.92731,0.27373,8,92.286,5.543,-86.743,0,0,0.0,0,0
2,67,26,2026-01-15 06:33:00,0.27373,3.3266,0.3617,1.1303,0.0586,0.1506,0.5808,8,7.41,74.0,1012.32,0.6276,1,SLEEP_LIGHT,-0.09828,-8.02559,0.26887,10,93.3,5.885,-87.415,0,0,0.0,0,0
2,68,27,2026-01-15 06:33:30,0.26887,3.3256,0.164,1.773,0.0221,0.1753,0.6711,10,7.19,71.01,1011.83,0.6374,1,SLEEP_LIGHT,-0.06593,-8.09152,0.26442,11,85.497,5.321,-80.177,0,0,0.0,0,0
2,69,28,2026-01-15 06:34:00,0.26442,3.3134,0.1873,1.3234,0.3415,0.2964,0.6922,11,8.32,68.2,1011.59,0.6337,3,TX_LOW,-0.19912,-8.29064,0.22638,4,689.482,4.788,-684.694,1,7,33.95,0,0
2,70,29,2026-01-15 06:34:30,0.22638,3.2664,0.3374,1.9932,0.0345,0.1304,0.622,4,8.17,66.75,1011.62,0.5892,1,SLEEP_LIGHT,-0.102526,-8.39316,0.22234,5,79.719,7.056,-72.663,0,0,0.0,0,0
2,71,30,2026-01-15 06:35:00,0.22234,3.2722,0.3175,1.3168,0.0304,0.1581,0.6713,5,7.47,67.45,1012.17,0.6141,1,SLEEP_LIGHT,-0.115977,-8.50914,0.21744,8,94.364,5.997,-88.366,0,0,0.0,0,0
2,72,31,2026-01-15 06:35:30,0.21744,3.2536,0.3431,1.4157,0.0451,0.13,0.6683,8,7.08,72.76,1011.92,0.6047,1,SLEEP_LIGHT,-0.068816,-8.57796,0.21299,8,85.93,5.866,-80.064,0,0,0.0,0,0
2,73,32,2026-01-15 06:36:00,0.21299,3.2637,0.3339,1.205,0.0345,0.195,0.5383,8,8.09,75.74,1012.74,0.5978,1,SLEEP_LIGHT,-0.085154,-8.66311,0.20816,10,92.449,5.602,-86.847,0,0,0.0,0,0
2,74,33,2026-01-15 06:36:30,0.20816,3.252,0.352,1.4564,0.0843,0.1979,0.5587,10,7.72,61.59,1012.22,0.5999,1,SLEEP_LIGHT,-0.12495,-8.78806,0.20345,12,91.677,6.768,-84.909,0,0,0.0,0,0
2,75,34,2026-01-15 06:37:00,0.20345,3.2448,0.2995,1.7053,0.0692,0.229,0.4858,12,7.69,72.95,1012.2,0.6056,1,SLEEP_LIGHT,-0.068285,-8.85635,0.19931,13,80.869,6.504,-74.365,0,0,0.0,0,0
2,76,35,2026-01-15 06:37:30,0.19931,3.2475,0.4475,1.3097,0.0859,0.1987,0.3357,13,8.42,66.76,1012.24,0.6026,1,SLEEP_LIGHT,-0.089874,-8.94622,0.19475,13,89.151,6.938,-82.213,0,0,0.0,0,0
2,77,36,2026-01-15 06:38:00,0.19475,3.2451,0.4093,1.2277,0.0605,0.1515,0.4397,13,7.56,73.73,1012.34,0.5769,1,SLEEP_LIGHT,-0.042548,-8.98877,0.1908,13,77.171,6.186,-70.985,0,0,0.0,0,0
2,78,37,2026-01-15 06:38:30,0.1908,3.2204,0.4593,1.4079,0.0143,0.1678,0.3437,13,7.49,69.16,1011.83,0.5938,1,SLEEP_LIGHT,-0.084342,-9.07311,0.18683,14,78.614,7.112,-71.501,0,0,0.0,0,0
2,79,38,2026-01-15 06:39:00,0.18683,3.2324,0.3866,1.5224,0.01,0.1559,0.4294,14,7.87,72.18,1011.65,0.6175,1,SLEEP_LIGHT,-0.102376,-9.17549,0.1825,15,85.03,7.023,-78.007,0,0,0.0,0,0
2,80,39,2026-01-15 06:39:30,0.1825,3.2016,0.3289,1.2909,0.0501,0.1755,0.4765,15,7.84,68.36,1011.05,0.6422,1,SLEEP_LIGHT,-0.100284,-9.27577,0.17836,19,80.051,5.608,-74.443,0,0,0.0,0,0
2,81,40,2026-01-15 06:40:00,0.17836,3.2106,0.3038,1.3139,0.0689,0.2175,0.5036,19,7.63,65.84,1010.92,0.6081,0,SLEEP_DEEP,-0.039976,-9.31575,0.17643,21,40.204,5.467,-34.736,0,0,0.0,0,0
2,82,41,2026-01-15 06:40:30,0.17643,3.2161,0.3421,1.5636,0.0743,0.2454,0.4618,21,7.94,76.01,1011.15,0.6055,0,SLEEP_DEEP,-0.028082,-9.34383,0.17471,21,37.177,6.185,-30.991,0,0,0.0,0,0
2,83,42,2026-01-15 06:41:00,0.17471,3.2096,0.3611,1.6651,0.4102,0.3441,0.5624,21,9.53,71.3,1011.2,0.627,3,TX_LOW,-0.988806,-10.33264,0.1363,22,698.182,6.895,-691.286,0,0,0.0,1,0
2,84,43,2026-01-15 06:41:30,0.1363,3.1695,0.3539,1.409,0.0717,0.2926,0.5412,22,7.73,72.62,1011.66,0.6323,0,SLEEP_DEEP,-0.099095,-10.43173,0.13438,24,40.612,5.897,-34.715,0,0,0.0,0,0
2,85,44,2026-01-15 06:42:00,0.13438,3.1497,0.2794,1.6779,0.5077,0.4591,0.4864,24,10.78,74.86,1011.5,0.6542,3,TX_LOW,-1.126797,-11.55853,0.09845,25,653.02,6.313,-646.708,0,0,0.0,1,0
2,86,45,2026-01-15 06:42:30,0.09845,3.1212,0.3697,1.5368,0.2164,0.316,0.5513,25,8.55,70.77,1012.0,0.6614,2,ACTIVE_LOW,-0.542682,-12.10121,0.08302,28,284.272,6.552,-277.72,0,0,0.0,0,0
2,87,46,2026-01-15 06:43:00,0.08302,3.1108,0.412,1.8149,0.4803,0.4584,0.6164,28,8.97,71.27,1011.64,0.6664,3,TX_LOW,-3.0,-15.10121,0.04764,30,644.099,7.238,-636.861,0,0,0.0,1,0
2,88,47,2026-01-15 06:43:30,0.04764,3.0657,0.3734,1.6982,0.112,0.2893,0.6412,30,8.23,73.07,1011.3,0.6521,0,SLEEP_DEEP,-2.234253,-17.33546,0.04558,31,44.239,7.155,-37.084,0,0,0.0,0,0
2,89,48,2026-01-15 06:44:00,0.04558,3.0605,0.3067,1.7488,0.0922,0.2478,0.7283,31,8.39,69.83,1011.32,0.7007,0,SLEEP_DEEP,-2.237143,-19.5726,0.04382,34,38.212,6.637,-31.575,0,0,0.0,0,0
2,90,49,2026-01-15 06:44:30,0.04382,3.0564,0.3616,1.7898,0.7598,0.5733,0.6304,34,11.04,73.55,1011.05,0.6806,5,TX_HIGH,-3.0,-22.5726,0.0,0,1177.457,7.122,-1170.335,1,4,40.08,0,1
3,91,1,2026-01-15 06:45:00,0.7188,3.8633,0.3336,1.2348,0.3942,0.2751,0.7023,13,9.33,69.98,1010.92,0.7246,3,TX_LOW,-0.507374,-0.50737,0.6817,12,673.488,5.621,-667.867,1,2,28.38,0,0
3,92,2,2026-01-15 06:45:30,0.6817,3.8199,0.2912,1.6178,0.3665,0.2735,0.7372,12,9.12,76.65,1011.09,0.7475,3,TX_LOW,-0.859559,-1.36693,0.64639,13,641.897,6.396,-635.501,0,0,0.0,1,0
3,93,3,2026-01-15 06:46:00,0.64639,3.7752,0.4175,1.8184,0.0372,0.2264,0.775,13,7.42,77.35,1011.11,0.7602,1,SLEEP_LIGHT,-0.044197,-1.41113,0.6422,14,83.453,7.978,-75.475,0,0,0.0,0,0
3,94,4,2026-01-15 06:46:30,0.6422,3.7619,0.3144,1.8901,0.4063,0.3904,0.8416,14,9.17,65.09,1011.45,0.7404,3,TX_LOW,-0.854437,-2.26557,0.60569,14,664.268,7.01,-657.259,0,0,0.0,1,0
3,95,5,2026-01-15 06:47:00,0.60569,3.7361,0.315,0.9818,0.4129,0.4529,0.6882,14,9.58,70.27,1011.62,0.7597,3,TX_LOW,-0.036506,-2.30207,0.57211,9,609.113,4.76,-604.354,1,8,40.87,0,0
3,96,6,2026-01-15 06:47:30,0.57211,3.6844,0.2375,1.6932,0.0687,0.2068,0.5339,9,7.72,76.26,1011.88,0.8121,1,SLEEP_LIGHT,-0.043017,-2.34509,0.5677,10,85.181,5.835,-79.346,0,0,0.0,0,0
3,97,7,2026-01-15 06:48:00,0.5677,3.6648,0.305,1.8583,0.133,0.2532,0.6535,10,7.69,68.98,1011.99,0.8378,0,SLEEP_DEEP,-0.042153,-2.38724,0.56581,12,41.045,6.939,-34.105,0,0,0.0,0,0
3,98,8,2026-01-15 06:48:30,0.56581,3.6759,0.2059,1.8339,0.4331,0.4257,0.674,12,9.63,76.41,1011.91,0.8544,3,TX_LOW,-0.542813,-2.93005,0.52955,14,658.697,5.966,-652.731,1,2,44.17,0,0
3,99,9,2026-01-15 06:49:00,0.52955,3.6319,0.193,1.8402,0.4121,0.4063,0.5147,14,9.39,79.36,1011.63,0.8704,3,TX_LOW,-0.190535,-3.12059,0.49687,10,593.75,5.585,-588.165,1,6,38.51,0,0
3,100,10,2026-01-15 06:49:30,0.49687,3.5814,0.2722,1.7701,0.1033,0.2608,0.5025,10,7.67,83.22,1011.55,0.8575,1,SLEEP_LIGHT,-0.123171,-3.24376,0.49259,14,83.393,6.329,-77.063,0,0,0.0,0,0
3,101,11,2026-01-15 06:50:00,0.49259,3.5881,0.2103,1.9497,0.4219,0.3607,0.4742,14,9.41,85.08,1011.45,0.8887,3,TX_LOW,-0.33443,-3.57819,0.45427,9,695.981,6.278,-689.703,1,5,58.27,0,0
3,102,12,2026-01-15 06:50:30,0.45427,3.5453,0.2448,1.8115,0.5424,0.3525,0.5291,9,9.63,79.55,1011.3,0.904,4,TX_MED,-1.024069,-4.60226,0.41083,11,787.97,5.959,-782.012,0,0,0.0,1,0
3,103,13,2026-01-15 06:51:00,0.41083,3.4991,0.2373,2.0787,0.0762,0.2322,0.5272,11,7.68,77.18,1011.14,0.8952,1,SLEEP_LIGHT,-0.09691,-4.69917,0.40641,14,86.668,7.17,-79.499,0,0,0.0,0,0
3,104,14,2026-01-15 06:51:30,0.40641,3.474,0.2833,1.9317,0.374,0.4126,0.6074,14,9.99,72.91,1010.9,0.9169,3,TX_LOW,-0.289368,-4.98854,0.36758,12,705.417,6.412,-699.005,1,6,50.72,0,0
3,105,15,2026-01-15 06:52:00,0.36758,3.4407,0.1772,1.5607,0.5073,0.4209,0.5574,12,10.2,90.66,1010.82,0.9522,4,TX_MED,-1.084316,-6.07285,0.32062,13,850.161,5.012,-845.149,0,0,0.0,1,0
